ID_P,NAME_P,DATE_P,COUNTRY_P,RANK_P,PROGRESS_P,POINT_P,HARDPOINT_P,HARDTOUR_P,CLAYPOINT_P,CLAYTOUR_P,GRASSPOINT_P,GRASSTOUR_P,CARPETPOINT_P,CARPETTOUR_P,PRIZE_P,CH_P,DR_P,DP_P,DO_P,IHARDPOINT_P,IHARDTOUR_P,ITF_ID,country_name,continent
230,Luis-Enrique Herrera,1971-08-27,MEX,,,,,,,,,,,,542438.0,,,,,,,,"Mexico, United Mexican States",North America
231,Stephane Simian,1967-06-08,FRA,,,,,,,,,,,,796223.0,,,,,,,,"France, French Republic",Europe
232,Fernon Wibier,1971-02-25,NED,,,,,,,,,,,,563876.0,,,,,,,,"Netherlands, Kingdom of the",Europe
233,Bobby Kokavec,1976-05-17,CAN,,,,,,,,,,,,115924.0,,,,,,,,Canada,North America
234,Doug Flach,1970-08-10,USA,,,,,,,,,,,,670927.0,,,,,,,,United States of America,North America
235,Tommy Ho,1973-06-17,USA,,,,,,,,,,,,793819.0,,,,,,,,United States of America,North America
236,Nuno Marques,1970-04-09,POR,,,,,,,,,,,,856875.0,,,,,,,,"Portugal, Portuguese Republic",Europe
237,Danny Sapsford,1969-04-03,GBR,,,,,,,,,,,,450722.0,,,,,,,,United Kingdom of Great Britain & Northern Ireland,Europe
238,Petr Luxa,1972-03-03,CZE,,,,,,,,,,,,635062.0,,,,,,,,Czech Republic,Europe
239,Wayne Black,1973-11-14,ZIM,,,,,,,,,,,,3300258.0,,,,,,,,"Zimbabwe, Republic of",Africa
240,Orlin Stanoytchev,1971-09-24,BUL,,,,,,,,,,,,484515.0,,,,,,,,"Bulgaria, Republic of",Europe
241,Neville Godwin,1975-01-31,RSA,,,,,,,,,,,,912783.0,,,,,,,,"South Africa, Republic of",Africa
242,Diego Lozano-Villalba,1973-05-21,ESP,,,,,,,,,,,,,,,,,,,,"Spain, Kingdom of",Europe
243,Francisco Roig,1968-04-01,ESP,,,,,,,,,,,,1466118.0,,,,,,,,"Spain, Kingdom of",Europe
244,Frederic Fontang,1970-03-18,FRA,,,,,,,,,,,,513509.0,,,,,,,,"France, French Republic",Europe
245,David Caldwell,1974-06-13,USA,,,,,,,,,,,,114102.0,,,,,,,,United States of America,North America
246,Michael Stich,1968-10-18,GER,,,,,,,,,,,,12595128.0,,,,,,,,"Germany, Federal Republic of",Europe
247,Gabriel Silberstein,1974-10-17,CHI,,,,,,,,,,,,116651.0,,,,,,,,"Chile, Republic of",South America
248,Andrey Merinov,1971-06-23,RUS,,,,,,,,,,,,185632.0,,,,,,,,Russian Federation,Asia
249,Kevin Ullyett,1972-05-23,ZIM,,,,,,,,,,,,4138771.0,,,,,,,,"Zimbabwe, Republic of",Africa
250,Emilio Sanchez,1965-05-29,ESP,,,,,,,,,,,,5332145.0,,,,,,,,"Spain, Kingdom of",Europe
251,Davide Scala,1972-01-02,ITA,,,,,,,,,,,,168066.0,,,,,,,,"Italy, Italian Republic",Europe
252,Alejandro Hernandez,1977-10-01,MEX,,,,,,,,,,,,456412.0,,,,,,,,"Mexico, United Mexican States",North America
253,David Caballero-Garcia,1974-11-14,ESP,,,,,,,,,,,,64042.0,,,,,,,,"Spain, Kingdom of",Europe
254,Francisco Cabello,1972-12-06,ARG,,,,,,,,,,,,178111.0,,,,,,,,"Argentina, Argentine Republic",South America
255,Ben Ellwood,1976-03-12,AUS,,,,,,,,,,,,388461.0,,,,,,,,"Australia, Commonwealth of",Oceania
256,Cecil Mamiit,1976-06-27,PHI,,,,,,,,,,,,1084438.0,,,,,,,,"Philippines, Republic of the",Asia
257,Cristiano Caratti,1970-05-24,ITA,,,,,,,,,,,,1368916.0,,,,,,,,"Italy, Italian Republic",Europe
258,Eyal Erlich,1977-01-01,ISR,,,,,,,,,,,,172773.0,,,,,,,,"Israel, State of",Asia
259,Jacco Eltingh,1970-08-29,NED,,,,,,,,,,,,4920410.0,,,,,,,,"Netherlands, Kingdom of the",Europe
260,Thomas Larsen,1975-07-15,DEN,,,,,,,,,,,,52164.0,,,,,,,,"Denmark, Kingdom of",Europe
261,Roberto Jabali,1970-05-16,BRA,,,,,,,,,,,,277807.0,,,,,,,,"Brazil, Federative Republic of",South America
262,Albert Chang,1971-02-27,CAN,,,,,,,,,,,,212100.0,,,,,,,,Canada,North America
263,Tuomas Ketola,1975-02-21,FIN,,,,,,,,,,,,656258.0,,,,,,,,"Finland, Republic of",Europe
264,Thierry Champion,1966-08-31,FRA,,,,,,,,,,,,1255229.0,,,,,,,,"France, French Republic",Europe
265,Stephane Huet,1971-04-25,FRA,,,,,,,,,,,,529583.0,,,,,,,,"France, French Republic",Europe
266,Marcelo Charpentier,1973-07-11,ARG,,,,,,,,,,,,328886.0,,,,,,,,"Argentina, Argentine Republic",South America
267,Mike Bryan,1978-04-29,USA,,,,,,,,,,,,16767452.0,,,,,,,,United States of America,North America
268,Kris Goossens,1974-02-20,BEL,,,,,,,,,,,,316648.0,,,,,,,,"Belgium, Kingdom of",Europe
269,Mashiska Washington,1974-12-19,USA,,,,,,,,,,,,143963.0,,,,,,,,United States of America,North America
270,Mark Merklein,1972-06-28,BAH,,,,,,,,,,,,502870.0,,,,,,,,"Bahamas, Commonwealth of the",North America
271,Melvin Tong,1975-02-19,HKG,,,,,,,,,,,,10511.0,,,,,,,,"Hong Kong, Special Administrative Region of China",Asia
272,Rodolphe Gilbert,1968-12-12,FRA,,,,,,,,,,,,1143269.0,,,,,,,,"France, French Republic",Europe
273,Michael Joyce,1973-02-01,USA,,,,,,,,,,,,756999.0,,,,,,,,United States of America,North America
274,Patrik Fredriksson,1973-05-16,SWE,,,,,,,,,,,,331508.0,,,,,,,,"Sweden, Kingdom of",Europe
275,Andrei Cherkasov,1970-07-04,RUS,,,,,,,,,,,,2260281.0,,,,,,,,Russian Federation,Asia
276,Oren Motevassel,1967-08-26,USA,,,,,,,,,,,,128963.0,,,,,,,,United States of America,North America
277,Libor Nemecek,1968-10-26,CZE,,,,,,,,,,,,180351.0,,,,,,,,Czech Republic,Europe
278,Andre Sa,1977-05-06,BRA,,,,,,,,,,,,2655127.0,,,,,,,,"Brazil, Federative Republic of",South America
279,Luke Milligan,1976-08-06,GBR,,,,,,,,,,,,150362.0,,,,,,,,United Kingdom of Great Britain & Northern Ireland,Europe
280,Martin Lee,1978-01-13,GBR,,,,,,,,,,,,561085.0,,,,,,,,United Kingdom of Great Britain & Northern Ireland,Europe
281,Sergio Gomez-Barrio,1970-10-16,ESP,,,,,,,,,,,,17077.0,,,,,,,,"Spain, Kingdom of",Europe
282,Toby Mitchell,1976-08-20,AUS,,,,,,,,,,,,53242.0,,,,,,,,"Australia, Commonwealth of",Oceania
283,Daniel Elsner,1979-01-04,GER,,,,,,,,,,,,369334.0,,,,,,,,"Germany, Federal Republic of",Europe
284,Laurence Tieleman,1972-11-14,ITA,,,,,,,,,,,,773130.0,,,,,,,,"Italy, Italian Republic",Europe
285,Miguel Tobon (1968),1968-06-22,COL,,,,,,,,,,,,125127.0,,,,,,,,"Colombia, Republic of",South America
286,Razvan Sabau,1977-06-18,ROU,,,,,,,,,,,,714904.0,,,,,,,,Romania,Europe
287,David Nainkin,1970-09-20,RSA,,,,,,,,,,,,501132.0,,,,,,,,"South Africa, Republic of",Africa
288,Paradorn Srichaphan,1979-06-14,THA,,,,,,,,,,,,3459655.0,,,,,,,,"Thailand, Kingdom of",Asia
289,Eyal Ran,1972-11-21,ISR,,,,,,,,,,,,492055.0,,,,,,,,"Israel, State of",Asia
290,Patrik Langvardt,1971-12-06,DEN,,,,,,,,,,,,25454.0,,,,,,,,"Denmark, Kingdom of",Europe
291,Frederik Fetterlein,1970-07-11,DEN,,,,,,,,,,,,441561.0,,,,,,,,"Denmark, Kingdom of",Europe
292,Hendrik-Jan Davids,1969-01-30,NED,,,,,,,,,,,,,,,,,,,,"Netherlands, Kingdom of the",Europe
293,Joost Winnink,1971-06-30,NED,,,,,,,,,,,,242379.0,,,,,,,,"Netherlands, Kingdom of the",Europe
294,Roger Smith,1964-01-20,BAH,,,,,,,,,,,,528200.0,,,,,,,,"Bahamas, Commonwealth of the",North America
295,Henrik Holm,1968-08-22,SWE,,,,,,,,,,,,1693931.0,,,,,,,,"Sweden, Kingdom of",Europe
296,Martin Rodriguez,1969-12-18,ARG,,,,,,,,,,,,1221361.0,,,,,,,,"Argentina, Argentine Republic",South America
297,Shuzo Matsuoka,1967-11-06,JPN,,,,,,,,,,,,1117112.0,,,,,,,,Japan,Asia
298,Guy Forget,1965-01-04,FRA,,,,,,,,,,,,5669934.0,,,,,,,,"France, French Republic",Europe
299,Emanuel Rasberger,1972-06-03,CRO,,,,,,,,,,,,29540.0,,,,,,,,"Croatia, Republic of",Europe
300,David Di Lucia,1970-01-15,USA,,,,,,,,,,,,281857.0,,,,,,,,United States of America,North America
301,John van Lottum,1976-04-10,NED,,,,,,,,,,,,1188163.0,,,,,,,,"Netherlands, Kingdom of the",Europe
302,Franz Stauder,1977-05-28,GER,,,,,,,,,,,,84765.0,,,,,,,,"Germany, Federal Republic of",Europe
303,Alexander Volkov,1967-03-03,RUS,,,,,,,,,,,,3362840.0,,,,,,,,Russian Federation,Asia
304,Joshua Eagle,1973-05-10,AUS,,,,,,,,,,,,1421375.0,,,,,,,,"Australia, Commonwealth of",Oceania
305,Oleg Ogorodov,1972-07-16,UZB,,,,,,,,,,,,602095.0,,,,,,,,"Uzbekistan, Republic of",Asia
306,Tamer El Sawy,1972-02-11,EGY,,,,,,,,,,,,193953.0,,,,,,,,"Egypt, Arab Republic of",Africa
307,Nicolas Pereira,1970-09-29,VEN,,,,,,,,,,,,1077159.0,,,,,,,,"Venezuela, Bolivarian Republic of",South America
308,Raviv Weidenfeld,1970-10-12,ISR,,,,,,,,,,,,75054.0,,,,,,,,"Israel, State of",Asia
309,Abdul-Hamid Makhkamov,1976-02-11,UZB,,,,,,,,,,,,24733.0,,,,,,,,"Uzbekistan, Republic of",Asia
310,Sasa Hirszon,1972-07-14,CRO,,,,,,,,,,,,312767.0,,,,,,,,"Croatia, Republic of",Europe
311,Wolfgang Schranz,1976-03-18,AUT,,,,,,,,,,,,168313.0,,,,,,,,"Austria, Republic of",Europe
312,Gouichi Motomura,1973-12-25,JPN,,,,,,,,,,,,477077.0,,,,,,,,Japan,Asia
313,Jean-Philippe Fleurian,1965-09-11,FRA,,,,,,,,,,,,1352977.0,,,,,,,,"France, French Republic",Europe
314,Jim Grabb,1964-04-14,USA,,,,,,,,,,,,3274155.0,,,,,,,,United States of America,North America
315,Ivan Baron,1972-11-12,USA,,,,,,,,,,,,128779.0,,,,,,,,United States of America,North America
316,Marcus Sarstrand,1978-07-24,SWE,,,,,,,,,,,,145732.0,,,,,,,,"Sweden, Kingdom of",Europe
317,Luis Morejon,1973-03-28,ECU,,,,,,,,,,,,247814.0,,,,,,,,"Ecuador, Republic of",South America
318,Salvador Navarro-Gutierrez,1977-01-08,ESP,,,,,,,,,,,,257406.0,,,,,,,,"Spain, Kingdom of",Europe
319,German Lopez-Montoya,1971-12-29,ESP,,,,,,,,,,,,298869.0,,,,,,,,"Spain, Kingdom of",Europe
320,Chris Wilkinson,1970-01-05,GBR,,,,,,,,,,,,613641.0,,,,,,,,United Kingdom of Great Britain & Northern Ireland,Europe
321,Bing Pan,1970-02-13,CHN,,,,,,,,,,,,59368.0,,,,,,,,"China, People's Republic of",Asia
322,Chris Haggard,1971-04-28,RSA,,,,,,,,,,,,1196035.0,,,,,,,,"South Africa, Republic of",Africa
323,Jamie Delgado,1977-03-21,GBR,,,,,,,,,,,,834831.0,,,,,,,,United Kingdom of Great Britain & Northern Ireland,Europe
324,Sebastian Prieto,1975-05-19,ARG,,,,,,,,,,,,1271907.0,,,,,,,,"Argentina, Argentine Republic",South America
325,Geoff Grant,1970-01-16,USA,,,,,,,,,,,,351932.0,,,,,,,,United States of America,North America
326,James Sekulov,1976-10-13,AUS,,,,,,,,,,,,244696.0,,,,,,,,"Australia, Commonwealth of",Oceania
327,David Rikl,1971-02-27,CZE,,,,,,,,,,,,3063353.0,,,,,,,,Czech Republic,Europe
328,Herbert Wiltschnig,1975-11-21,AUT,,,,,,,,,,,,206275.0,,,,,,,,"Austria, Republic of",Europe
329,Andrew Richardson,1974-03-14,GBR,,,,,,,,,,,,246675.0,,,,,,,,United Kingdom of Great Britain & Northern Ireland,Europe
330,Marco Osorio,1972-04-01,MEX,,,,,,,,,,,,61889.0,,,,,,,,"Mexico, United Mexican States",North America
331,Ivo Heuberger,1976-02-19,SUI,,,,,,,,,,,,950068.0,,,,,,,,"Switzerland, Swiss Confederation",Europe
332,Marcus Hilpert,1971-07-01,GER,,,,,,,,,,,,81115.0,,,,,,,,"Germany, Federal Republic of",Europe
333,Reed Cordish,1974-06-19,USA,,,,,,,,,,,,,,,,,,,,United States of America,North America
334,Sergi Duran-Bernad,1976-06-23,ESP,,,,,,,,,,,,33135.0,,,,,,,,"Spain, Kingdom of",Europe
335,Michael Shyjan,1969-10-29,USA,,,,,,,,,,,,12982.0,,,,,,,,United States of America,North America
336,Donald Johnson,1968-09-09,USA,,,,,,,,,,,,2294044.0,,,,,,,,United States of America,North America
337,Dmitri Tomashevich,1974-03-06,UZB,,,,,,,,,,,,100223.0,,,,,,,,"Uzbekistan, Republic of",Asia
338,Nir Welgreen,1976-12-17,ISR,,,,,,,,,,,,99926.0,,,,,,,,"Israel, State of",Asia
339,Lorenzo Manta,1974-09-16,SUI,,,,,,,,,,,,429102.0,,,,,,,,"Switzerland, Swiss Confederation",Europe
340,Hideki Kaneko,1974-03-06,JPN,,,,,,,,,,,,98787.0,,,,,,,,Japan,Asia
341,Ruben Fernandez-Gil,1978-01-12,ESP,,,,,,,,,,,,21244.0,,,,,,,,"Spain, Kingdom of",Europe
342,Wade Mcguire,1969-08-19,USA,,,,,,,,,,,,201114.0,,,,,,,,United States of America,North America
343,Filippo Messori,1973-11-12,ITA,,,,,,,,,,,,291151.0,,,,,,,,"Italy, Italian Republic",Europe
345,Mario Rincon,1967-12-13,COL,,,,,,,,,,,,132921.0,,,,,,,,"Colombia, Republic of",South America
346,Johan Hede,1974-07-10,SWE,,,,,,,,,,,,,,,,,,,,"Sweden, Kingdom of",Europe
347,Nicklas Timfjord,1977-03-18,SWE,,,,,,,,,,,,40564.0,,,,,,,,"Sweden, Kingdom of",Europe
348,Fredrik Jonsson,1977-03-28,SWE,,,,,,,,,,,,291169.0,,,,,,,,"Sweden, Kingdom of",Europe
349,Sebastien Leblanc,1973-12-27,CAN,,,,,,,,,,,,97899.0,,,,,,,,Canada,North America
350,Andrei Rybalko,1972-06-05,UKR,,,,,,,,,,,,50368.0,,,,,,,,Ukraine,Europe
351,David Salvador-Estepa,1973-10-20,ESP,,,,,,,,,,,,23301.0,,,,,,,,"Spain, Kingdom of",Europe
352,Miles Maclagan,1974-09-23,GBR,,,,,,,,,,,,247737.0,,,,,,,,United Kingdom of Great Britain & Northern Ireland,Europe
353,Carl Chang,1969-02-13,USA,,,,,,,,,,,,39054.0,,,,,,,,United States of America,North America
354,Larbi Rharnit,1976-04-18,MAR,,,,,,,,,,,,,,,,,,,,"Morocco, Kingdom of",Africa
355,Elia Grossi,1974-06-03,ITA,,,,,,,,,,,,58983.0,,,,,,,,"Italy, Italian Republic",Europe
356,Alexei Belov,1972-05-19,RUS,,,,,,,,,,,,,,,,,,,,Russian Federation,Asia
357,Alex Lopez-Moron,1970-11-28,ESP,,,,,,,,,,,,833225.0,,,,,,,,"Spain, Kingdom of",Europe
358,Zeljko Krajan,1979-02-03,CRO,,,,,,,,,,,,284128.0,,,,,,,,"Croatia, Republic of",Europe
359,Hermes Gamonal,1977-05-31,CHI,,,,,,,,,,,,181104.0,,,,,,,,"Chile, Republic of",South America
360,Bryan Shelton,1965-12-22,USA,,,,,,,,,,,,1220283.0,,,,,,,,United States of America,North America
361,Olivier Mutis,1978-02-02,FRA,,,,,,,,,,,,605413.0,,,,,,,,"France, French Republic",Europe
362,Leonardo Lavalle,1967-07-14,MEX,,,,,,,,,,,,903200.0,,,,,,,,"Mexico, United Mexican States",North America
363,Jimy Szymanski,1975-09-15,VEN,,,,,,,,,,,,194839.0,,,,,,,,"Venezuela, Bolivarian Republic of",South America
364,Maurice Ruah,1971-02-19,VEN,,,,,,,,,,,,542546.0,,,,,,,,"Venezuela, Bolivarian Republic of",South America
365,Marco Meneschincheri,1972-04-25,ITA,,,,,,,,,,,,208940.0,,,,,,,,"Italy, Italian Republic",Europe
366,Stefano Pescosolido,1971-06-13,ITA,,,,,,,,,,,,1657671.0,,,,,,,,"Italy, Italian Republic",Europe
367,Gregory Carraz,1975-04-09,FRA,,,,,,,,,,,,836734.0,,,,,,,,"France, French Republic",Europe
368,Thomas Schiessling,1974-11-01,AUT,,,,,,,,,,,,83192.0,,,,,,,,"Austria, Republic of",Europe
369,Petr Kralert,1979-10-20,CZE,,,,,,,,,,,,231463.0,,,,,,,,Czech Republic,Europe
370,Ryan Wolters,1977-02-01,USA,,,,,,,,,,,,20229.0,,,,,,,,United States of America,North America
371,Clemens Trimmel,1978-06-08,AUT,,,,,,,,,,,,97932.0,,,,,,,,"Austria, Republic of",Europe
372,Miguel Pastura,1973-05-27,ARG,,,,,,,,,,,,73220.0,,,,,,,,"Argentina, Argentine Republic",South America
373,Jaymon Crabb,1978-03-06,AUS,,,,,,,,,,,,185771.0,,,,,,,,"Australia, Commonwealth of",Oceania
374,Alexander Reichel,1971-03-09,USA,,,,,,,,,,,,135419.0,,,,,,,,United States of America,North America
375,Daniele Musa,1972-09-10,ITA,,,,,,,,,,,,183355.0,,,,,,,,"Italy, Italian Republic",Europe
376,Nicolas Thomann,1972-11-29,FRA,,,,,,,,,,,,437629.0,,,,,,,,"France, French Republic",Europe
377,Peter Wessels,1978-05-07,NED,,,,,,,,,,,,928863.0,,,,,,,,"Netherlands, Kingdom of the",Europe
378,Lars Rehmann,1975-05-21,GER,,,,,,,,,,,,271500.0,,,,,,,,"Germany, Federal Republic of",Europe
379,Rene Hanak,1973-05-04,CZE,,,,,,,,,,,,14644.0,,,,,,,,Czech Republic,Europe
380,Kent Kinnear,1966-11-30,USA,,,,,,,,,,,,770149.0,,,,,,,,United States of America,North America
381,Pier Gauthier,1972-04-20,FRA,,,,,,,,,,,,101628.0,,,,,,,,"France, French Republic",Europe
382,Vincenzo Santopadre,1971-08-11,ITA,,,,,,,,,,,,619300.0,,,,,,,,"Italy, Italian Republic",Europe
383,David Adams,1970-01-05,RSA,,,,,,,,,,,,2534247.0,,,,,,,,"South Africa, Republic of",Africa
384,Francisco Montana (1969),1969-11-05,USA,,,,,,,,,,,,1248094.0,,,,,,,,United States of America,North America
386,Thomas Shimada,1975-02-10,JPN,,,,,,,,,,,,433946.0,,,,,,,,Japan,Asia
387,Bruno Fragoso,1972-11-23,POR,,,,,,,,,,,,18037.0,,,,,,,,"Portugal, Portuguese Republic",Europe
388,Bertrand Madsen,1972-05-18,HAI,,,,,,,,,,,,39485.0,,,,,,,,"Haiti, Republic of",North America
389,Tom Kempers,1969-06-01,NED,,,,,,,,,,,,494330.0,,,,,,,,"Netherlands, Kingdom of the",Europe
390,Regis Lavergne,1974-01-28,FRA,,,,,,,,,,,,104618.0,,,,,,,,"France, French Republic",Europe
391,Scott Humphries,1976-05-26,USA,,,,,,,,,,,,652092.0,,,,,,,,United States of America,North America
393,Dong-Hyun Kim,1978-10-08,KOR,,,,,,,,,,,,43612.0,,,,,,,,"Korea, Republic of",Asia
394,Fredrik Bergh,1975-04-22,SWE,,,,,,,,,,,,126618.0,,,,,,,,"Sweden, Kingdom of",Europe
395,Igor Tchelychev,1976-07-07,RUS,,,,,,,,,,,,,,,,,,,,Russian Federation,Asia
396,Werner Eschauer,1974-04-26,AUT,,,,,,,,,,,,703735.0,,,,,,,,"Austria, Republic of",Europe
397,Mehdi Tahiri,1977-07-28,MAR,,,,,,,,,,,,88160.0,,,,,,,,"Morocco, Kingdom of",Africa
398,Massimo Valeri,1972-03-13,ITA,,,,,,,,,,,,164828.0,,,,,,,,"Italy, Italian Republic",Europe
399,Susheel Narla,1976-12-07,IND,,,,,,,,,,,,,,,,,,,,"India, Republic of",Asia
400,Jerome Hanquez,1974-03-11,FRA,,,,,,,,,,,,106849.0,,,,,,,,"France, French Republic",Europe
401,Takao Suzuki,1976-09-20,JPN,,,,,,,,,,,,729355.0,,,,,,,,Japan,Asia
402,Arne Thoms,1971-01-01,GER,,,,,,,,,,,,392232.0,,,,,,,,"Germany, Federal Republic of",Europe
403,Steven Downs,1975-09-08,NZL,,,,,,,,,,,,50607.0,,,,,,,,New Zealand,Oceania
404,Satoshi Iwabuchi,1975-10-07,JPN,,,,,,,,,,,,329243.0,,,,,,,,Japan,Asia
405,Henrik Andersson,1977-05-01,SWE,,,,,,,,,,,,47713.0,,,,,,,,"Sweden, Kingdom of",Europe
406,Frederic Niemeyer,1976-04-24,CAN,,,,,,,,,,,,530673.0,,,,,,,,Canada,North America
407,Jia-Ping Xia,1969-03-01,CHN,,,,,,,,,,,,39911.0,,,,,,,,"China, People's Republic of",Asia
408,Rodolfo Rake,1979-07-13,PER,,,,,,,,,,,,39070.0,,,,,,,,"Peru, Republic of",South America
409,Murphy Jensen,1968-10-30,USA,,,,,,,,,,,,681817.0,,,,,,,,United States of America,North America
410,Nick Weal,1973-09-04,GBR,,,,,,,,,,,,41659.0,,,,,,,,United Kingdom of Great Britain & Northern Ireland,Europe
411,Bob Bryan,1978-04-29,USA,,,,,,,,,,,,15931631.0,,,,,,,,United States of America,North America
412,Jocelyn Robichaud,1978-04-08,CAN,,,,,,,,,,,,107888.0,,,,,,,,Canada,North America
413,Ronald Agenor,1964-11-13,HAI,,,,,,,,,,,,2014601.0,,,,,,,,"Haiti, Republic of",North America
414,Jose Imaz-Ruiz,1974-05-30,ESP,,,,,,,,,,,,114053.0,,,,,,,,"Spain, Kingdom of",Europe
415,Tomas Zib,1976-01-31,CZE,,,,,,,,,,,,1395816.0,,,,,,,,Czech Republic,Europe
416,Nikos Rovas,1977-09-20,GRE,,,,,,,,,,,,40600.0,,,,,,,,"Greece, Hellenic Republic",Europe
417,Jimmy Arias,1964-08-16,USA,,,,,,,,,,,,1830465.0,,,,,,,,United States of America,North America
418,Mariano Hood,1973-08-14,ARG,,,,,,,,,,,,847665.0,,,,,,,,"Argentina, Argentine Republic",South America
419,Charles Auffray,1973-02-24,FRA,,,,,,,,,,,,74867.0,,,,,,,,"France, French Republic",Europe
420,Jean-Francois Bachelot,1977-06-11,FRA,,,,,,,,,,,,395248.0,,,,,,,,"France, French Republic",Europe
421,Lionnel Barthez,1967-05-18,FRA,,,,,,,,,,,,196324.0,,,,,,,,"France, French Republic",Europe
422,George Bastl,1975-04-01,SUI,,,,,,,,,,,,1271109.0,,,,,,,,"Switzerland, Swiss Confederation",Europe
423,Aleksandar Kitinov,1971-01-13,MKD,,,,,,,,,,,,618346.0,,,,,,,,"Macedonia, The Former Yugoslav Republic of",Europe
424,Giorgio Galimberti,1976-09-05,ITA,,,,,,,,,,,,619170.0,,,,,,,,"Italy, Italian Republic",Europe
425,Nick Gould,1972-07-09,GBR,,,,,,,,,,,,78554.0,,,,,,,,United Kingdom of Great Britain & Northern Ireland,Europe
426,Jared Palmer,1971-07-02,USA,,,,,,,,,,,,3413189.0,,,,,,,,United States of America,North America
427,Radek Stepanek,1978-11-27,CZE,,,,,,,,,,,,11343464.0,,,,,,,,Czech Republic,Europe
428,Jean-Baptiste Perlant,1977-02-22,FRA,,,,,,,,,,,,145439.0,,,,,,,,"France, French Republic",Europe
429,Markus Hantschk,1977-11-19,GER,,,,,,,,,,,,514852.0,,,,,,,,"Germany, Federal Republic of",Europe
430,Michael Kohlmann,1974-01-11,GER,,,,,,,,,,,,1798467.0,,,,,,,,"Germany, Federal Republic of",Europe
431,Daniele Bracciali,1978-01-10,ITA,,,,,,,,,,,,1831148.0,,,,,,,,"Italy, Italian Republic",Europe
432,Emanuel Couto,1973-08-06,POR,,,,,,,,,,,,269186.0,,,,,,,,"Portugal, Portuguese Republic",Europe
433,T. J. Middleton,1968-05-02,USA,,,,,,,,,,,,374521.0,,,,,,,,United States of America,North America
434,Peter Nyborg,1969-12-12,SWE,,,,,,,,,,,,898987.0,,,,,,,,"Sweden, Kingdom of",Europe
435,Raemon Sluiter,1978-04-13,NED,,,,,,,,,,,,1726539.0,,,,,,,,"Netherlands, Kingdom of the",Europe
436,Marcio Carlsson,1975-01-24,BRA,,,,,,,,,,,,205297.0,,,,,,,,"Brazil, Federative Republic of",South America
437,Dusan Vemic,1976-06-17,SRB,,,,,,,,,,,,821902.0,,,,,,,,"Serbia, Republic of",Europe
438,Lior Mor,1976-02-29,ISR,,,,,,,,,,,,117177.0,,,,,,,,"Israel, State of",Asia
439,Stefano Cobolli,1977-03-02,ITA,,,,,,,,,,,,75704.0,,,,,,,,"Italy, Italian Republic",Europe
440,Tomas Catar,1977-01-19,SVK,,,,,,,,,,,,43891.0,,,,,,,,Slovakia (Slovak Republic),Europe
441,Diego Hipperdinger,1977-01-24,ESP,,,,,,,,,,,,65704.0,,,,,,,,"Spain, Kingdom of",Europe
442,Taylor Dent,1981-04-24,USA,,,,,,,,,,,,2563378.0,,,,,,,,United States of America,North America
443,Gabriel Trifu,1975-04-14,ROU,,,,,,,,,,,,319110.0,,,,,,,,Romania,Europe
444,Martin Verkerk,1978-10-31,NED,,,,,,,,,,,,1564520.0,,,,,,,,"Netherlands, Kingdom of the",Europe
445,Mark Draper,1971-02-11,AUS,,,,,,,,,,,,91212.0,,,,,,,,"Australia, Commonwealth of",Oceania
447,Barry Cowan,1974-08-25,GBR,,,,,,,,,,,,315856.0,,,,,,,,United Kingdom of Great Britain & Northern Ireland,Europe
448,Wing-Luen 'Wayne' Wong,1981-03-21,HKG,,,,,,,,,,,,,,,,,,,,"Hong Kong, Special Administrative Region of China",Asia
449,Juan-Luis Rascon-Lope,1971-03-02,ESP,,,,,,,,,,,,190867.0,,,,,,,,"Spain, Kingdom of",Europe
450,Oscar Serrano-Gamez,1978-05-25,ESP,,,,,,,,,,,,267670.0,,,,,,,,"Spain, Kingdom of",Europe
451,Thomas Messmer,1979-11-25,GER,,,,,,,,,,,,16159.0,,,,,,,,"Germany, Federal Republic of",Europe
452,Jonathan Printzlau,1976-10-07,DEN,,,,,,,,,,,,,,,,,,,,"Denmark, Kingdom of",Europe
453,Michael Russell,1978-05-01,USA,,,,,,,,,,,,2452569.0,,,,,,,,United States of America,North America
454,Kotaro Miyachi,1974-02-18,JPN,,,,,,,,,,,,44690.0,,,,,,,,Japan,Asia
455,Yu Zhang,1976-09-26,CHN,,,,,,,,,,,,19274.0,,,,,,,,"China, People's Republic of",Asia
456,Wesley Whitehouse,1979-03-13,RSA,,,,,,,,,,,,195247.0,,,,,,,,"South Africa, Republic of",Africa
457,Tetsuya Chaen,1973-11-05,JPN,,,,,,,,,,,,59037.0,,,,,,,,Japan,Asia
458,Mauricio Hadad,1971-12-07,COL,,,,,,,,,,,,523801.0,,,,,,,,"Colombia, Republic of",South America
459,Ricardo Schlachter,1977-07-07,BRA,,,,,,,,,,,,86503.0,,,,,,,,"Brazil, Federative Republic of",South America
460,Mose Navarra,1974-07-18,ITA,,,,,,,,,,,,309483.0,,,,,,,,"Italy, Italian Republic",Europe
461,Borut Urh,1974-07-28,SLO,,,,,,,,,,,,49943.0,,,,,,,,"Slovenia, Republic of",Europe
462,Noam Behr,1975-10-13,ISR,,,,,,,,,,,,296906.0,,,,,,,,"Israel, State of",Asia
463,Kalle Flygt,1976-06-15,SWE,,,,,,,,,,,,85350.0,,,,,,,,"Sweden, Kingdom of",Europe
